_ID_;_NAME_;_MODEL_
9993;"Пластик EVANS BD22G1 для бас-барабана 22"", однослойный прозрачный";11151
9994;"Пластик EVANS BD22G2 для бас-барабана 20"", двухслойный прозрачный";11152
9995;"Пластик EVANS BD22G1CW для бас-барабана 22"", однослойный с напылением";11153
9996;"Пластик EVANS BD22GB1 для бас-барабана 22"", однослойный прозрачный, с двумя демпферными кольцами и отверстиями по периметру";11154
9997;"Пластик EVANS BD22GB3 для бас-барабана 22"", двухслойный прозрачный, с двумя демпферными кольцами";11155
9998;"Пластик EVANS BD22GB3C для бас-барабана 22"", двухслойный с напылением, с двумя демпферными кольцами";11156
9999;"Пластик EVANS BD22GB4 для бас-барабана 22"", однослойный без напыления, с двумя демпферными кольцами";11157
10000;"Пластик EVANS BD22GB4CT Calftone для бас-барабана 22"", имитация телячьей кожи";11158
10001;"Пластик EVANS BD22GB4C для бас-барабана 22"", однослойный с матовым напылением, с двумя демпферными кольцами";11159
10002;"Пластик EVANS BD22GMAD для бас барабана 22"", однослойный без напыления, с 2 демпферными кольцами, толщина 12 мил";11160
10003;"Пластик EVANS BD22HB для бас барабана 22"", двухслойный с масляной прослойкой, цвет голубой, толщина 14 мил";11161
10004;"Пластик EVANS BD22HG для бас барабана 22"", двухслойный с масляной прослойкой, прозрачный, толщина 14 мил";11162
10005;"Пластик EVANS BD22HR для бас барабана 22"", двухслойный с масляной прослойкой, цвет красный, толщина 14 мил";11163
10006;"Пластик EVANS BD22HBG для бас барабана 22"", двухслойный с масляной прослойкой, цвет черный, толщина 14 мил";11164
10007;"Передний пластик EVANS BD22RA для бас барабана 22"", однослойный, черного цвета, с демпферным кольцом и вентиляционными отверстиями, толщина 6,5 мил";11165
10008;"Передний пластик с отверстием для микрофона EVANS BD22RB для бас барабана 22"", однослойный, черного цвета, с демпферным кольцом, толщина 7,5 мил";11166
10009;"Передний пластик с отверстием для микрофона EVANS BD22REMAD для бас барабана 22"", однослойный без напыления, с 2 демпферными кольцами, толщина 7,5 мил";11167
10010;"Передний пластик с отверстием для микрофона EVANS BD22RSW для бас барабана 22"", однослойный, белого цвета, с демпферным кольцом, толщина 7,5 мил";11168
10011;"Передний пластик на 22"" бас барабан TAMA BK22BMWS с логотипом TAMA";11169
10012;"Roland MH2-22BD кевларовый пластик для бас-бочки 22 дюйма";11170
10013;"Пластик EVANS BD24EMAD2 для бас барабана 24"", двухслойный без напыления, с 2 демпферными кольцами, толщина 16,5 мил";11171
10014;"Пластик EVANS BD24EMADHW для  бас барабана 24"", двухслойный с напылением, с 2 демпферными кольцами, толщина 20 мил";11172
10015;"Передний пластик с отверстием для микрофона EVANS BD22RGCW для бас барабана 22"", однослойный, белого цвета, с демпферным кольцом, толщина 6,5 мил";11173
10016;"Передний пластик с отверстием для микрофона EVANS BD24RGCW для бас барабана 24"", однослойный, белого цвета, с демпферным кольцом, толщина 6,5 мил";11174
10017;"Передний пластик с отверстием для микрофона EVANS BD24RGCW - СТАРАЯ УПАКОВКА для бас барабана 24"", однослойный, белого цвета, с демпферным кольцом, толщина 6,5 мил EQ3 передний пластик для бас барабана 24";11175
10018;"YAMAHA SH24250BLH - Пластик";11176
10019;"YAMAHA SH26250BLH - Пластик";11177
10020;"Пластик EVANS BD24MX1W для маршевого бас-барабана 24"", однослойный, толщина 10 мил";11178
10021;"Пластик EVANS BD24MX2B MX2 для маршевого бас-барабана 24"", двухслойный, толщина 15 мил";11179
10022;"Пластик EVANS BD24MX1B для маршевого бас-барабана 24"", однослойный, толщина 10 мил";11180
10023;"Пластик EVANS BD18MX2B MX2 для маршевого бас-барабана 18"", двухслойный, толщина 15 мил";11181
10024;"Пластик EVANS BD30MX1W для маршевого бас-барабана 30"", однослойный, толщина 10 мил";11182
10025;"Пластик EVANS BD26MX1W для маршевого бас-барабана 26"", однослойный, толщина 10 мил";11183
10026;"Пластик EVANS SB14MHG для маршевого барабана 14"", выполнен с использованием двух эластичных пленок из уникального волокнистого материала";11184
10027;"Пластик EVANS BD28MX1W для маршевого бас-барабана 28"", однослойный, толщина 10 мил";11185
10028;"Пластик EVANS SB14MHSB для маршевого барабана 14"", выполнен с использованием двух эластичных пленок из уникального волокнистого материала";11186
10029;"Нижний пластик EVANS SS14MS3C для маршевого барабана 14"", с демпферным кольцом, двухслойный без напыления, толщина 8 мил";11187
10030;"Нижний пластик EVANS S14GEN30 для маршевого барабана 14"", оркестровая версия для концертного барабана, толщина 3 мил";11188
10031;"Верхний пластик EVANS TT06MEC2S для маршевого барабана тенор 06"", двухслойный прозрачный с демпферным кольцом";11189
10032;"Нижний пластик EVANS SS14MH1 для маршевого барабана 14"", выполнен с использованием уникального эластичного волокнистого материала, помещенного между двумя слоями сверхтонкой прозрачной пленки";11190
10033;"Верхний пластик EVANS TT10MEC2S для маршевого барабана тенор 10"", двухслойный прозрачный с демпферным кольцом";11191
10034;"Верхний пластик EVANS TT13MEC2S для маршевого барабана тенор 14"", двухслойный прозрачный с демпферным кольцом";11192
10035;"Верхний пластик EVANS TT12MEC2S для маршевого барабана тенор 12"", двухслойный прозрачный с демпферным кольцом";11193
10036;"Пластик EVANS B14GCS для маршевого барабана 14"", оркестровая версия для концертного барабана, толщина 7,5 мил";11194
10037;"Пластик EVANS B14GCSS Orchestral Staccato для маршевого барабана 14"", оркестровая версия для концертного барабана, с демпферным кольцом, толщина 7,5 мил";11195
10038;"Верхний пластик EVANS TT13MEC2S для маршевого барабана тенор 13"", двухслойный прозрачный с демпферным кольцом";11196
10039;"Пластик EVANS CB3610S Strata 1000 Concert для бас барабана 36"", оркестровая версия для концертного барабана, толщина 10 мил";11197
10040;"Пластик EVANS CB3614S Strata 1400 Concert для бас барабана 36"", оркестровая версия для концертного барабана, толщина 14 мил";11198
10041;"Пластик EVANS EST22 Strata Timpani для литавр 22"", с покрытием Strata, с предварительным натяжением для стабильности настройки";11199
10042;"Пластик EVANS CB4014S Strata 1400 Concert для бас барабана 40"", оркестровая версия для концертного барабана, толщина 14 мил";11200
10043;"Пластик EVANS CS14S Strata 700 Concert для малого барабана 14"", оркестровая версия для концертного барабана, толщина 7,5 мил";11201
10044;"Пластик EVANS CS14SS Strata Staccato 700 Concert для малого барабана 14"", оркестровая версия для концертного барабана, с демпферным кольцом, толщина 7,5 мил";11202
10045;"Пластик EVANS CB4010S Strata 1000 Concert для бас барабана 40"", оркестровая версия для концертного барабана, толщина 10 мил";11203
10046;"Пластик EVANS EST25 Strata Timpani для литавр 25"", с покрытием Strata, с предварительным натяжением для стабильности настройки";11204
10047;"Пластик EVANS EST31 Strata Timpani для литавр 31"", с покрытием Strata, с предварительным натяжением для стабильности настройки";11205
10048;"Пластик EVANS EST28 Strata Timpani для литавр 28"", с покрытием Strata, с предварительным натяжением для стабильности настройки";11206
10049;"Пластик EVANS EST34 Strata Timpani для литавр 34"", с покрытием Strata, с предварительным натяжением для стабильности настройки";11207
10050;"Пластик EVANS CT14S Strata 1000 Concert для малого барабана 14"", оркестровая версия для концертного барабана, толщина 10 мил";11208
10051;"Пластик EVANS ET25 Orchestral Series Timpani для литавр 25"", с предварительным натяжением для стабильности настройки";11209
10052;"Пластик EVANS CT14SS Strata Staccato 1000 Concert для малого барабана 14"", оркестровая версия для концертного барабана, с демпферным кольцом, толщина 10 мил";11210
10053;"Пластик EVANS ET28 Orchestral Series Timpani для литавр 28"", с предварительным натяжением для стабильности настройки";11211
10054;"Пластик EVANS ET33 Orchestral Series Timpani для литавр 33"", с предварительным натяжением для стабильности настройки";11212
10055;"Пластик EVANS ET37 Orchestral Series Timpani для литавр 37"", с предварительным натяжением для стабильности настройки";11213
10056;"Пластик EVANS EB07 для бонго 7 1/4"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11214
10057;"Пластик EVANS EB09 для бонго 8 5/8"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11215
10058;"Набор пластиков EVANS EB709 для бонго 7 1/4"" и 8 5/8"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11216
10059;"Пластик EVANS EC1100 для конго 11"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11217
10060;"Пластик EVANS EC1100E для конго с широкими ободами, размер 11"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11218
10061;"Пластик EVANS EC1175 для конго 11,75"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11219
10062;"Пластик EVANS EC1250E для конго с широкими ободами, размер 12,50"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11220
10063;"Пластик EVANS EC1175E для конго с широкими ободами, размер 11,75"" из двухслойной пленки толщиной 10 мил и с прокладкой 2,25"" между слоями";11221
10064;"Мембрана для дарбуки MEINL HE-HEAD-102 синтетическая";11222
10065;"Мембрана для дарбуки  MEINL HE-HEAD-101 синтетическая";11223
10066;"Мембрана для дарбуки MEINL HE-HEAD-214";11224
10067;"Мембрана для дарбуки MEINL HE-HEAD-101 синтетическая";11225
10068;"Мембрана для дарбуки MEINL HE-HEAD-205 кожа";11226
10069;"Мембрана для дарбуки MEINL HE-HEAD-103 синтетическая";11227
10070;"Мембрана для дарбуки MEINL HE-HEAD-104 синтетическая";11228
10071;"Мембрана для дарбуки MEINL HE-HEAD-215";11229
10072;"Мембрана для дарбуки MEINL HE-HEAD-204 кожа";11230
10073;"Мембрана для думбека MEINL HE-HEAD-3000";11231
10074;"Мембрана для дарбуки MEINL HE-HEAD-315";11232
10075;"Синтетическая мембрана MEINL HE-HEAD-3205 для думбека с диаметром 5 3/4""";11233
10076;"Синтетическая мембрана MEINL HE-HEAD-3400 для думбека с диаметром 8,5""";11234
10077;"Мембрана для думбека MEINL HE-HEAD-5000";11235
10078;"MEINL PERCUSSION HEAD-53 - Пластик";11236
10079;"MEINL PERCUSSION HEAD-54 - Пластик";11237
10080;"Мембрана MEINL HEAD-56 для джембе серии ADJ размер XXL";11238
10081;"Мембрана MEINL HEAD-55 для джембе серии ADJ размер XL";11239
10082;"Мембрана для джембе MEINL HEAD-60";11240
10083;"Мембрана для джембе MEINL HEAD-61";11241
10084;"MEINL PERCUSSION HEAD-71 Пластик для джембе";11242
10085;"Мембрана MEINL HEAD-63 для джембе ABGB-L";11243
10086;"Мембрана MEINL HEAD-70 для джембе серии FADJ-M";11244
10087;"Мембрана MEINL HEAD-NINO89-9 для конго NINO89, диаметр 9""";11245
10088;"Мембрана MEINL HEAD-NINO89-8 для конго NINO89, диаметр 8""";11246
10089;"Мембрана из натуральной кожи MEINL HHEAD6.5 для бонго диаметром 6.5""";11247
10090;"Мембрана для бонго MEINL HHEAD634W";11248
10091;"Мембрана для бонго MEINL HHEAD8W";11249
10092;"Мембрана MEINL HHEADDJ8  для джембе HDJ200";11250
10093;"Мембрана из фиберскина YUKA DJP10-20FS";11251
10094;"Мембрана из фиберскина YUKA DJP14-26FS";11252
10095;"Мембрана из пластика YUKA DFAS-DFES-FS";11253
10096;"Мембрана из фиберскина YUKA DJP12-24FS";11254
10097;"Мембрана из фиберскина YUKA DJPK12-24FS";11255
10098;"Мембрана из фиберскина YUKA DJPK8-16FS";11256
10099;"Мембрана из фиберскина YUKA DJPK10-20FS";11257
10100;"Мембрана из фиберскина YUKA DJP8-16FS";11258
10101;"Мембрана из фиберскина YUKA DJPK14-26FS";11259
10102;"Мембрана из фиберскина YUKA DJW10-20FS";11260
10103;"Мембрана из фиберскина YUKA DJW14-26FS";11261
10104;"Мембрана из фиберскина YUKA DJW8-16FS";11262
10105;"Мембрана из натуральной кожи YUKA DJWPRO12-24NS";11263
10106;"Мембрана из фиберскина YUKA DJW12-24FS";11264
10107;"Мембрана из натуральной кожи YUKA DJWPRO14-26NS";11265
10108;"Набор пластиков EVANS EBP-EMADHW размер: 14"" для малого и 22"" для бас барабана, серия Heavyweight, с напылением";11266
10109;"Мембрана YUKA DRBE-HEAD";11267
10110;"Набор пластиков EVANS ETP-CHR-F для барабана 10"", 12"",14"" двухслойные, черного цвета";11268
10111;"Набор пластиков EVANS ETP-EC2SCLR-R для барабана 10"", 12"",16"" двухслойный прозрачный";11269
10112;"Набор пластиков EVANS ETP-CHR-R для барабана 10"", 12"",16"" двухслойные, черного цвета";11270
10113;"Набор пластиков EVANS ETP-EC2SCLR-F для барабана 10"", 12"",14"" двухслойный прозрачный";11271
10114;"Набор пластиков EVANS ETP-EC2SCLR-S для барабана 12"", 13"",16"" двухслойный прозрачный";11272
10115;"Набор пластиков EVANS ETP-CHR-S для барабана 12"", 13"",16"" двухслойные, черного цвета";11273
10116;"Набор пластиков EVANS ETP-EC2SCTD-F для барабана 10"", 12"",14"" двухслойный полупрозрачный";11274
10117;"Набор пластиков EVANS ETP-EC2SCTD-R для барабана 10"", 12"",16"" двухслойный полупрозрачный";11275
10118;"Набор пластиков EVANS ETP-EC2SCTD-S для барабана 12"", 13"",16"" двухслойный полупрозрачный";11276
10119;"Набор пластиков EVANS ETP-G12CLR-S для барабана 10"", 12"",16"" однослойный без покрытия, толщина 12 мил";11277
10120;"Набор пластиков EVANS ETP-G12CTD-R для барабана 10"", 12"",16"" однослойный с покрытием, толщина 12 мил";11278
10121;"Набор пластиков EVANS ETP-G12CTD-S для барабана 12"", 13"",16"" однослойный с покрытием, толщина 12 мил";11279
10122;"Набор пластиков EVANS ETP-G1CTD-F для барабана 10"", 12"",14"" однослойный с напылением";11280
10123;"Набор пластиков EVANS ETP-G1CLR-S для барабана 12"",13"",16"" однослойные, прозрачные";11281
10124;"Набор пластиков EVANS ETP-G14CLR-S для барабана 12"", 13"",16"" однослойный прозрачный, толщина 14 мил";11282
10125;"Набор пластиков EVANS ETP-G1CLR-F для барабана 10"", 12"",14"" однослойные, прозрачные";11283
10126;"Набор пластиков EVANS ETP-G1CTD-R для барабана 10"", 12"",16"" однослойный с покрытием";11284
10127;"Набор пластиков EVANS ETP-G14CLR-F для барабана 10"", 12"",14"" однослойный прозрачный, толщина 14 мил";11285
10128;"Набор пластиков EVANS ETP-G2CLR-R для барабана 10"", 12"", 16"" двухслойные, прозрачные";11286
10129;"Набор пластиков EVANS ETP-G2CTD-R для барабана 10"", 12"",16"" двухслойный с напылением";11287
10130;"Набор пластиков EVANS ETP-G1CTD-S для барабана 12"", 13"",16"" однослойный с покрытием";11288
10131;"Набор пластиков EVANS ETP-G2CLR-F для барабана 10"", 12"",14"" двухслойные, прозрачные";11289
10132;"Набор пластиков EVANS ETP-G2CTD-F для барабана 10"", 12"",14"" двухслойный с напылением";11290
10133;"Набор пластиков EVANS ETP-G2CLR-S для барабана 12"", 13"", 16"" двухслойные, прозрачные";11291
10134;"Набор пластиков EVANS ETP-HYDGL-F для барабана 10"", 12"",14"" с тонким слоем масла, помещенным между двумя слоями прозрачной пленки";11292
10135;"Набор пластиков EVANS ETP-HYDGL-R для барабана 10"", 12"",16"" с тонким слоем масла, помещенным между двумя слоями прозрачной пленки";11293
10136;"Набор пластиков EVANS ETP-G2CTD-S для барабана 12"", 13"",16"" двухслойный с напылением";11294
10137;"Набор пластиков EVANS ETP-ONX2-R для барабана 10"", 12"",16"" с черным матовым напылением, толщина 15 мил";11295
10138;"Набор пластиков EVANS ETP-HYDGL-S для барабана 12"", 13"",16"" с тонким слоем масла, помещенным между двумя слоями прозрачной пленки";11296
10139;"Набор пластиков EVANS ETP-ONX2-F для барабана 10"", 12"",14"" с черным матовым напылением, толщина 15 мил";11297
10140;"Набор пластиков EVANS ETP-ONX2-S для барабана 12"", 13"",16"" с черным матовым напылением, толщина 15 мил";11298
10141;"Набор пластиков EVANS ETP-UV1-F для барабана 10"", 12"",14"", однослойный с  UV-покрытием, толщина 10 мил";11299
10142;"Набор пластиков EVANS ETP-UV1-S для барабана 12"", 13"",16"", однослойный с  UV-покрытием, толщина 10 мил";11300
10143;"Барабанные палочки FLIGHT ADWC/7A";11301
10144;"Барабанные палочки Flight FDS-5A";11302
10145;"Барабанные палочки Flight FDS-5B";11303
10146;"Барабанные палочки FLIGHT ADWC-5B/M";11304
10147;"Барабанные палочки Flight FDS-5AN";11305
10148;"Барабанные палочки Flight FDS-5BN";11306
10149;"Барабанные палочки PRO MARK F5AAG покрытие Active Grip, 5A Forward, деревянный наконечник Acorn";11307
10150;"Барабанные палочки PRO MARK FBH550TW Select Balance 5А";11308
10151;"Барабанные палочки PRO MARK FBH535TW Select Balance 7А";11309
10152;"Набор пластиков EVANS ETP-UV1-R для барабана 10"", 12"",16"", однослойный с  UV-покрытием, толщина 10 мил";11310
10153;"Барабанные палочки PRO MARK F5BAG покрытие Active Grip, 5B Forward, деревянный наконечник Acorn";11311
10154;"PRO MARK F5BFG - барабанные палочки 5B Forward, FireGrain, деревянный наконечник Acorn";11312
10155;"Барабанные палочки PRO MARK FBH565AW Select Balance, 5A";11313
10156;"Барабанные палочки PRO MARK FBH580TW, Select Balance, 55А";11314
10157;"Барабанные палочки PRO MARK FBH565TW Select Balance 5А";11315
10158;"Барабанные палочки PRO MARK LA2BW L.A. Special 2B, деревянный наконечник, LA логотип";11316
10159;"PRO MARK F5AFG - барабанные палочки 5A Forward, FireGrain, деревянный наконечник Acorn";11317
10160;"Барабанные палочки PRO MARK FBH595TW Select Balance 5B";11318
10161;"Барабанные палочки PRO MARK FBH595AW Select Balance, 5B";11319
10162;"Барабанные палочки PRO MARK LA5AW L.A. Special 5A, деревянный наконечник, LA логотип";11320
10163;"Барабанные палочки PRO MARK LA5AN L.A. Special 5A, нейлоновый наконечник, LA логотип";11321
10164;"Барабанные палочки PRO MARK LA5BN L.A. Special 5B, нейлоновый наконечник, LA логотип";11322
10165;"Барабанные палочки PRO MARK LA5BW L.A. Special 5B, деревянный наконечник, LA логотип";11323
10166;"Барабанные палочки PRO MARK LA7AW L.A. Special 7A, деревянный наконечник, LA логотип";11324
10167;"Барабанные палочки PRO MARK LAU2BN L.A. Special 2B, нейлоновый наконечник, без логотипа";11325
10168;"Барабанные палочки PRO MARK LAU2BW L.A. Special 2B, деревянный наконечник, без логотипа";11326
10169;"Барабанные палочки PRO MARK LAU5AN L.A. Special 5A, нейлоновый наконечник, без логотипа";11327
10170;"Барабанные палочки PRO MARK LAU5AW L.A. Special 5A орех, деревянный наконечник, LA логотип";11328
10171;"Барабанные палочки PRO MARK LAU5BN L.A. Special 5A, нейлоновый наконечник, без логотипа";11329
10172;"Барабанные палочки PRO MARK PW2BW";11330
10173;"Барабанные палочки дуб PRO MARK PW515W";11331
10174;"Барабанные палочки PRO MARK LAU5BW L.A. Special 5B, деревянный наконечник, без логотипа";11332
10175;"Барабанные палочки PRO MARK PW2BN, 2B, дуб Shira Kashi, нейлоновый наконечник";11333
10176;"Барабанные палочки PRO MARK PW5BW";11334
10177;"Барабанные палочки PRO MARK PW747BN, Super Rock, дуб Shira Kashi, нейлоновый наконечник";11335
10178;"Барабанные палочки PRO MARK PW5AN";11336
10179;"Барабанные палочки PRO MARK PW5BN";11337
10180;"Барабанные палочки PRO MARK PW747BW Super Rock";11338
10181;"Барабанные палочки PRO MARK PW747N";11339
10182;"Барабанные палочки PRO MARK PW5AW";11340
10183;"Барабанные палочки PRO MARK PW7AN";11341
10184;"Барабанные палочки PRO MARK PW7AW";11342
10185;"Барабанные палочки PRO MARK PW747W Neil Peart";11343
10186;"PRO MARK R5AFG - барабанные палочки 5A Rebound, FireGrain, деревянный наконечник Acorn";11344
10187;"Барабанные палочки PRO MARK R5AAG покрытие Active Grip, 5A Rebound, деревянный наконечник Acorn";11345
10188;"Барабанные палочки PRO MARK RBH535TW Select Balance 7А";11346
10189;"Барабанные палочки PRO MARK R5BAG покрытие Active Grip, 5B Rebound, деревянный наконечник Acorn";11347
10190;"PRO MARK R5BFG - барабанные палочки 5B Rebound, FireGrain, деревянный наконечник Acorn";11348
10191;"Барабанные палочки PRO MARK RBH565AW Select Balance, 5A";11349
10192;"Барабанные палочки PRO MARK RBH550TW, Select Balance, 5A";11350
10193;"Барабанные палочки PRO MARK RBH565TW, Select Balance, 5A";11351
10194;"Барабанные палочки PRO MARK RBH580TW, Select Balance, 55A";11352
10195;"Барабанные палочки PRO MARK RBH595AW Select Balance, 5B";11353
10196;"Барабанные палочки PRO MARK SD531W Jason Bonham";11354
10197;"Барабанные палочки PRO MARK RBH595TW, Select Balance, 5B";11355
10198;"Барабанные палочки PRO MARK SD330W Todd Sucherman";11356
10199;"Барабанные палочки PRO MARK SD9W Teddy Campbell";11357
10200;"Барабанные палочки PRO MARK SD4W Bill Bruford";11358
10201;"Барабанные палочки PRO MARK TS5";11359
10202;"Барабанные палочки PRO MARK TX2BN";11360
10203;"Трубки PRO MARK TUBZ";11361
10204;"Барабанные палочки PRO MARK TX2BXN Dave Lombardo";11362
10205;"Барабанные палочки PRO MARK TX2BW";11363
10206;"Барабанные палочки PRO MARK TX419W, гикори, деревянный наконечник";11364
10207;"PRO MARK TX2BW-FG палки 2B, орех, FireGrain, овальный деревянный наконечник";11365
10208;"Барабанные палочки PRO MARK TX420N Mike Portnoy";11366
10209;"Барабанные палочки PRO MARK TX510W Thomas Pridgen";11367
10210;"Барабанные палочки PRO MARK TX424W Horacio 'El Negro' Hernandez";11368
10211;"Барабанные палочки PRO MARK TX5ALW Ringo Starr Wood Tip";11369
10212;"Барабанные палочки PRO MARK TX5ABW";11370
10213;"Барабанные палочки PRO MARK TX515W Joey Jordison";11371
10214;"Барабанные палочки PRO MARK TX5AN";11372
10215;"Барабанные палочки PRO MARK TX5ASTW 5A, орех, деревянный наконечник";11373
10216;"Барабанные палочки PRO MARK TX5AW";11374
10217;"PRO MARK TX5AW-FG - барабанные палочки 5A, FireGrain, овальный деревянный наконечник";11375
10218;"Барабанные палочки PRO MARK TX5AXW Chris Adler";11376
10219;"Барабанные палочки PRO MARK TX5BGW Benny Greb";11377
10220;"PRO MARK TX5BW-FG - барабанные палочки 5B, FireGrain, овальный деревянный наконечник";11378
10221;"Барабанные палочки PRO MARK TX707W Simon Phillips";11379
10222;"Барабанные палочки PRO MARK TX5BN";11380
10223;"Барабанные палочки PRO MARK TX5BW";11381
10224;"Барабанные палочки PRO MARK TX717W Rick Latham";11382
10225;"Барабанные палочки PRO MARK TX718W";11383
10226;"Барабанные палочки PRO MARK TX747BW";11384
10227;"Барабанные палочки PRO MARK TX747N";11385
10228;"Барабанные палочки PRO MARK TX747W";11386
10229;"Барабанные палочки PRO MARK TX721W Marco Minnemann";11387
10230;"Барабанные палочки PRO MARK TX808LW Ian Paice";11388
10231;"PRO MARK TX7AW-FG - барабанные палочки 7A, FireGrain, овальный деревянный наконечник";11389
10232;"Барабанные палочки PRO MARK TX808W Paul Wertico";11390
10233;"Барабанные палочки PRO MARK TX7AN";11391
10234;"Барабанные палочки PRO MARK TXJZW Elvin Jones";11392
10235;"PRO MARK TXMHW барабанные палочки, орех, 2B, деревянный наконечник";11393
10236;"Барабанные палочки PRO MARK TXGKAWW именные Glenn Kotche Active Wave 570";11394
10237;"Барабанные палочки PRO MARK TXDC50W";11395
10238;"Барабанные палочки PRO MARK TXPCW Phil Collins";11396
10239;"Барабанные палочки PRO MARK TXPG5AN, 5A, гикори, нейлоновый наконечник, покрытие pro-grip";11397
10240;"Барабанные палочки PRO MARK TXPG747W, 5A, гикори, деревянный наконечник";11398
10241;"Барабанные палочки PRO MARK TXPG5AW, 5A, гикори, деревянный наконечник";11399
10242;"Барабанные палочки PRO MARK TXPG5BW, 5B, гикори, деревянный наконечник, покрытие pro-grip";11400
10243;"Барабанные палочки PRO MARK TX7AW";11401
10244;"Барабанные палочки PRO MARK TXPG747N, 747, гикори, нейлоновый наконечник, покрытие pro-grip";11402
10245;"Барабанные палочки PRO MARK TXPR5AW";11403
10246;"Барабанные палочки PRO MARK TXR5AN";11404
10247;"Барабанные палочки PRO MARK TXR5AW";11405
10248;"Барабанные палочки PRO MARK TXR5BN";11406
10249;"Барабанные палочки PRO MARK TXR747N";11407
10250;"Барабанные палочки PRO MARK TXR5BW";11408
10251;"Барабанные палочки PRO MARK TXR2BW";11409
10252;"Барабанные палочки PRO MARK TXR747W";11410
10253;"Барабанные палочки SPONGEBOB SBDSFS синие серия 5А";11411
10254;"Барабанные палочки SPONGEBOB SBDSFS розовые серия 5А";11412
10255;"Барабанные палочки SPONGEBOB SBDSFS жёлтые серия 5А";11413
10256;"Барабанные палочки SPONGEBOB SBDSJR";11414
10257;"Руты PRO MARK C-RODS, 19 прутиков";11602
10258;"Щетки руты VIC FIRTH RUTE";11603
10259;"Щетки руты VIC VIRTH RUTE 202";11604
10260;"Щетки руты VIC VIRTH RUTE 303";11605
10261;"Щетки руты VIC FIRTH RUTE404";11606
10262;"Руты PRO MARK H-RODS";11607
10263;"Щетки руты VIC FIRTH RUTE505";11608
10264;"Щетки руты VIC FIRTH TW12";11609
10265;"Било MEINL SYMPHONIC MTTB-24";11610
10266;"Било MEINL SYMPHONIC MTTB-28";11611
10267;"Бамбуковые щетки руты VIC FIRTH TW11";11612
10268;"Щетки руты VIC FIRTH RUTE 606";11613
10269;"Било MEINL SYMPHONIC MTTB-32";11614
10270;"Било MEINL SYMPHONIC MTTB-36";11615
10271;"Колотушка для маршевого барабана DIXON PXB514/2-HP (пара)";11616
10272;"VIC FIRTH BD3 колотушка для бас-барабана";11617
10273;"Било MEINL SYMPHONIC MTTB-40";11618
10274;"Акустический барабанный тригер ROLAND RT-30H";11716
10275;"Полироль-спрей MEINL MCCL";11718
10276;"Полироль-очиститель для тарелок MEINL MCP";11719
10277;"Набор для ухода за тарелками MEINL MCCK-MCCL";11720
10278;"Защитный спрей для тарелок MEINL MCPR";11721
10279;"Набор для ухода за тарелками MEINL MCCK-MCP";11722
10280;"Звукосниматель GEN16 ZILDJIAN G16AE002DS Direct Source Pickup";11725
10281;"Ручки-петли для оркестровых тарелок MEINL BR2";11726
10282;"Ручки для оркестровых тарелок MEINL BR1";11727
10283;"MEINL CRING Ching Ring эффект для хай-хэта кольцо с джинглами";11728
10284;"Пластиковый фиксатор-шайба для стойки под тарелку DIXON PAWN-CT8";11729
10285;"Ручки-петли для оркестровых тарелок MEINL BR3";11730
10286;"Профессиональные ручки-петли для оркестровых тарелок MEINL BR5";11731
10287;"Пластиковый фиксатор-шайба с кнопкой для стойки под тарелку DIXON PAWN-IVEZ-PC";11732
10288;"Цепочка для тарелок PRO MARK R22 большие шарики Cymbal Rattler";11733
10289;"Цепочка для тарелок PRO MARK S22 маленькие шарики Cymbal Sizzler";11734
10290;"Комплект из двух фиксаторов-шайб с кнопкой для стойки под тарелку DIXON PAWN-IVEZ/2-PC";11735
10291;"Металличиская пластина под фетры на стойку под тарелку DIXON PAWS-11U-HP";11736
10292;"Шайба войлочная DIXON PAWS-9B";11737
10293;"Шайба войлочная DIXON PAWS-9B/10-HP (упаковка 10 шт.)";11738
10294;"Пластиковые насадки  под фетры на стойку DIXON PSYV-T1-HP (4 шт.)";11739
10295;"Универсальная гайка для фиксации тарелок на стойке SONOR CC-5215";11740
10296;"Войлочная шайба SABIAN FELT-PACK";11741
10297;"Шайба войлочная DIXON PAWS-CFL";11742
10298;"Гайки для фиксации тарелок на стойке  SONOR CC-5215/6";11744
10299;"Ковер под барабанную установку MEINL MDR-ZB";11775
10300;"Ковер под барабанную установку MEINL MDR-JB";11777
10301;"Ковер для электронных барабанов MEINL MDR-E";11778
10302;"Ковер под барабанную установку MEINL MDR-C1";11779
10303;"Ковер под барабанную установку MEINL MDR-OR";11780
10304;"Ковер под барабанную установку ROLAND TDM-10";11781
10305;"PLANET WAVES PWEP100 - беруши (100 шт)";11782
10306;"Набор наклеек-маркеров под ножки стоек барабанной установки MEINL MQSM";11783
10307;"Изоляционные наушники для барабанщиков VIC FIRTH DB22 ";11784
